size,algo,modelingtime,encdatabasetime,encqueriestime,buildtime,querytime,params,recall
100M,lmi,0.0,0.0,0.0,5710.596895456314,173.0790388584137,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=13,0.92369
100M,lmi,0.0,0.0,0.0,5710.596895456314,27.92229461669922,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=2,0.7011033333333333
100M,lmi,0.0,0.0,0.0,5710.596895456314,93.67398619651794,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=7,0.8769466666666667
100M,lmi,0.0,0.0,0.0,5710.596895456314,120.00030827522278,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=9,0.89874
100M,lmi,0.0,0.0,0.0,5710.596895456314,41.873026609420776,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=3,0.77312
100M,lmi,0.0,0.0,0.0,5710.596895456314,15.08191180229187,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=1,0.55071
100M,lmi,0.0,0.0,0.0,5710.596895456314,387.3378403186798,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=30,0.96112
100M,lmi,0.0,0.0,0.0,5710.596895456314,186.53311848640442,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=14,0.9280733333333333
100M,lmi,0.0,0.0,0.0,5710.596895456314,158.6046667098999,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=12,0.9189
100M,lmi,0.0,0.0,0.0,5710.596895456314,311.2867443561554,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=24,0.9531233333333333
100M,lmi,0.0,0.0,0.0,5710.596895456314,335.3595771789551,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=26,0.9560733333333333
100M,lmi,0.0,0.0,0.0,5710.596895456314,273.1569709777832,t1-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=1000000-nprobe=21,0.9476333333333333
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3254.3538331985474,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=65,0.8023033333333334
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3204.04616856575,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=20,0.79387
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3291.8611249923706,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=90,0.8030033333333333
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3269.533705472946,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=80,0.8027033333333333
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3229.849574804306,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=50,0.80141
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3217.514275789261,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=40,0.8001433333333333
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3212.7711687088013,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=25,0.7968166666666666
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3197.7034854888916,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=10,0.7786166666666666
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3266.7451610565186,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=70,0.80248
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3220.3174180984497,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=35,0.7993066666666667
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3299.613860845566,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=100,0.8030633333333334
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3239.5509357452393,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=55,0.8016866666666667
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3202.259464263916,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=15,0.7890866666666667
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3195.6686317920685,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=1,0.52225
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3245.386385679245,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=60,0.8019966666666667
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3206.003481864929,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=30,0.7984666666666667
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3186.7832729816437,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=5,0.7436533333333334
100M,lmi,650.4904084205627,515.8898944854736,0.01861119270324707,9650.519670724869,3228.1054146289825,t2-100M-epochs=15-lr=0.00098-sample=1000000-alpha=1.0-chunk_size=100000-ncandidates=1000-reduced_dim=135-nprobe=45,0.8009366666666666
